Bl	G	R	H	S	V	L	A	B	Color
0	237	30	56	255	237	210	48	207	2
0	237	34	56	255	237	210	48	207	2
223	7	1	119	254	223	72	198	31	2
231	8	1	119	254	231	75	200	29	2
232	5	0	119	255	232	75	201	28	2
238	2	0	120	255	238	77	203	26	2
242	5	0	119	255	242	78	203	25	2
234	10	0	119	255	234	76	200	28	2
229	20	1	118	254	229	76	197	31	2
211	31	3	116	251	211	73	189	39	2
160	38	1	113	253	160	60	168	61	2
128	40	0	111	255	128	52	154	76	2
68	51	3	98	244	68	50	120	113	2
62	57	8	93	222	62	54	115	120	2
25	73	9	68	224	73	68	98	151	2
24	96	15	63	215	96	89	90	161	2
16	149	28	57	228	149	137	73	181	2
18	196	48	55	232	196	178	62	195	2
12	224	55	54	241	224	200	54	203	2
3	237	34	56	252	237	210	48	207	2
0	239	28	56	255	239	212	47	207	2
0	236	28	56	255	236	209	48	207	2
0	234	25	57	255	234	207	48	206	2
0	234	20	57	255	234	207	48	206	2
0	237	22	57	255	237	210	47	207	2
0	237	22	57	255	237	210	47	207	2
0	238	29	56	255	238	211	48	207	2
3	243	38	56	252	243	215	47	208	2
3	243	46	55	252	243	215	48	208	2
0	239	43	55	255	239	212	48	208	2
0	239	29	56	255	239	212	47	207	2
1	237	29	56	254	237	210	48	207	2
0	236	37	55	255	236	209	49	207	2
0	238	39	55	255	238	211	48	207	2
0	235	37	55	255	235	209	49	206	2
0	235	31	56	255	235	208	48	206	2
0	239	32	56	255	239	212	47	207	2
1	240	37	55	254	240	213	48	208	2
220	4	0	120	255	220	70	198	32	2
230	5	0	119	255	230	74	200	29	2
232	4	0	120	255	232	74	201	28	2
239	3	0	120	255	239	77	203	26	2
242	8	1	119	254	242	79	203	25	2
235	11	0	119	255	235	77	201	28	2
227	22	2	117	253	227	76	196	32	2
211	31	3	116	251	211	73	189	39	2
153	39	1	112	253	153	58	164	64	2
126	37	0	111	255	126	50	155	75	2
58	49	1	95	251	58	46	117	118	2
53	53	3	90	241	53	50	112	123	2
23	71	8	67	226	71	66	97	152	2
22	101	17	62	212	101	94	88	164	2
20	151	32	57	221	151	139	73	181	2
13	194	44	55	238	194	176	62	195	2
11	218	51	54	242	218	196	56	201	2
2	239	32	56	253	239	212	47	207	2
0	236	25	57	255	236	209	48	207	2
0	238	27	57	255	238	211	47	207	2
0	237	25	57	255	237	210	48	207	2
0	238	22	57	255	238	211	47	207	2
1	240	27	57	254	240	212	47	207	2
4	243	32	56	251	243	215	47	208	2
3	242	41	55	252	242	214	47	208	2
4	244	46	55	251	244	216	47	209	2
2	241	53	54	253	241	214	49	208	2
0	237	47	54	255	237	210	49	207	2
1	238	32	56	254	238	211	48	207	2
2	241	38	55	253	241	213	47	208	2
2	242	44	55	253	242	214	48	208	2
1	239	37	55	254	239	212	48	207	2
0	236	32	56	255	236	209	48	207	2
0	237	33	56	255	237	210	48	207	2
2	241	37	56	253	241	213	47	208	2
0	238	35	56	255	238	211	48	207	2
220	3	0	120	255	220	70	198	32	2
234	3	0	120	255	234	75	201	27	2
238	4	0	119	255	238	77	203	26	2
239	10	0	119	255	239	78	202	26	2
239	10	0	119	255	239	78	202	26	2
239	10	1	119	254	239	78	202	26	2
229	24	1	117	254	229	77	196	31	2
211	27	0	116	255	211	72	190	38	2
149	28	2	115	252	149	52	170	62	2
132	26	0	114	255	132	45	165	68	2
65	45	5	100	235	65	43	123	112	2
57	51	6	94	228	57	48	116	120	2
27	68	8	70	225	68	63	100	148	2
20	102	18	61	210	102	95	88	165	2
25	151	41	56	213	151	140	75	180	2
11	199	34	56	241	199	180	59	196	2
12	220	38	56	241	220	197	53	202	2
0	240	25	57	255	240	212	47	208	2
0	234	19	58	255	234	207	48	206	2
0	238	21	57	255	238	211	47	207	2
0	240	26	57	255	240	212	47	208	2
1	241	32	56	254	241	213	47	208	2
1	241	38	55	254	241	213	47	208	2
6	246	46	55	249	246	218	47	209	2
5	243	52	54	250	243	215	49	208	2
2	240	50	54	253	240	213	49	208	2
2	241	53	54	253	241	214	49	208	2
0	238	47	54	255	238	211	49	207	2
0	238	35	56	255	238	211	48	207	2
1	240	40	55	254	240	213	48	208	2
2	242	46	55	253	242	214	48	208	2
1	241	42	55	254	241	213	48	208	2
0	240	39	55	255	240	213	48	208	2
2	241	41	55	253	241	213	48	208	2
0	239	38	55	255	239	212	48	208	2
1	240	39	55	254	240	213	48	208	2
219	4	0	119	255	219	70	198	32	2
234	3	0	120	255	234	75	201	27	2
243	10	3	119	252	243	80	203	25	2
242	15	1	118	254	242	80	202	26	2
240	12	0	119	255	240	79	202	26	2
239	11	0	119	255	239	78	202	26	2
227	25	1	117	254	227	77	195	32	2
211	26	0	116	255	211	71	190	38	2
143	29	4	115	248	143	50	167	65	2
132	28	2	114	251	132	46	164	69	2
69	49	9	100	222	69	48	122	112	2
56	55	9	91	214	56	52	113	123	2
27	68	8	70	225	68	63	100	148	2
14	101	14	60	220	101	94	87	166	2
26	150	42	56	211	150	139	76	180	2
6	200	26	57	247	200	180	58	197	2
11	219	32	57	242	219	196	53	201	2
0	234	18	58	255	234	207	48	206	2
0	234	16	58	255	234	207	48	206	2
0	237	16	58	255	237	210	47	207	2
0	238	25	57	255	238	211	47	207	2
3	242	38	56	252	242	214	47	208	2
2	242	48	54	253	242	214	48	208	2
2	241	50	54	253	241	214	49	208	2
1	237	55	53	254	237	211	50	207	2
1	238	55	53	254	238	212	50	207	2
1	239	51	54	254	239	212	49	208	2
0	238	47	54	255	238	211	49	207	2
0	238	40	55	255	238	211	48	207	2
0	239	43	55	255	239	212	48	208	2
1	241	47	54	254	241	214	48	208	2
0	239	47	54	255	239	212	49	208	2
0	240	48	54	255	240	213	49	208	2
1	241	53	54	254	241	214	49	208	2
0	238	49	54	255	238	211	49	207	2
0	239	45	54	255	239	212	49	208	2
216	6	0	119	255	216	69	197	34	2
234	4	0	119	255	234	75	201	27	2
242	12	5	119	250	242	80	202	26	2
242	21	0	117	255	242	81	200	27	2
240	18	0	118	255	240	80	200	27	2
239	17	0	118	255	239	79	201	27	2
231	27	1	117	254	231	79	195	31	2
223	26	0	116	255	223	76	194	34	2
142	26	11	117	235	142	48	169	65	2
129	24	7	116	241	129	43	165	69	2
71	48	14	102	205	71	47	125	110	2
52	55	8	88	218	55	52	112	125	2
28	68	5	71	236	68	63	99	147	2
10	99	7	61	237	99	92	86	167	2
28	142	36	58	205	142	132	77	176	2
2	201	11	59	252	201	181	57	198	2
13	221	25	58	240	221	197	52	202	2
1	239	25	57	254	239	212	47	207	2
0	235	20	57	255	235	208	48	206	2
0	236	18	58	255	236	209	47	207	2
0	238	27	57	255	238	211	47	207	2
1	241	35	56	254	241	213	47	208	2
1	241	40	55	254	241	213	48	208	2
0	239	39	55	255	239	212	48	208	2
0	238	46	54	255	238	211	49	207	2
0	239	47	54	255	239	212	49	208	2
0	238	45	54	255	238	211	49	207	2
0	237	42	55	255	237	210	49	207	2
0	239	40	55	255	239	212	48	208	2
0	240	44	55	255	240	213	48	208	2
0	241	47	54	255	241	214	48	208	2
0	238	44	54	255	238	211	49	207	2
1	241	48	54	254	241	214	48	208	2
1	241	52	54	254	241	214	49	208	2
0	240	50	54	255	240	213	49	208	2
0	238	44	54	255	238	211	49	207	2
212	7	0	119	255	212	68	196	35	2
236	5	0	119	255	236	76	202	27	2
242	13	3	119	252	242	80	202	26	2
240	19	0	118	255	240	80	200	27	2
237	14	0	118	255	237	78	201	27	2
237	12	0	118	255	237	78	200	27	2
226	24	0	117	255	226	76	195	33	2
223	26	0	116	255	223	76	194	34	2
145	28	12	116	234	145	51	168	64	2
121	25	5	115	244	121	41	162	73	2
68	45	11	102	214	68	45	125	110	2
46	55	6	84	227	55	51	110	129	2
27	67	4	71	240	67	61	99	147	2
7	101	4	61	245	101	93	85	168	2
28	140	34	58	204	140	130	78	175	2
1	201	4	60	254	201	181	56	197	2
19	230	30	58	234	230	204	50	203	2
6	245	31	57	249	245	216	46	208	2
0	238	23	57	255	238	211	47	207	2
0	239	23	57	255	239	211	47	207	2
0	239	29	56	255	239	212	47	207	2
0	238	31	56	255	238	211	48	207	2
0	237	30	56	255	237	210	48	207	2
0	240	33	56	255	240	212	47	208	2
1	241	40	55	254	241	213	48	208	2
2	243	42	55	253	243	215	47	208	2
1	239	41	55	254	239	212	48	207	2
0	236	36	55	255	236	209	49	207	2
1	240	39	55	254	240	213	48	208	2
0	240	44	55	255	240	213	48	208	2
0	238	44	54	255	238	211	49	207	2
0	239	41	55	255	239	212	48	208	2
0	239	42	55	255	239	212	48	208	2
0	241	47	54	255	241	214	48	208	2
1	241	47	54	254	241	214	48	208	2
0	237	41	55	255	237	210	49	207	2
206	9	0	119	255	206	66	193	37	2
237	5	0	119	255	237	77	202	26	2
241	12	0	119	255	241	79	202	26	2
237	15	0	118	255	237	78	200	27	2
236	7	0	119	255	236	77	201	27	2
237	4	0	119	255	237	76	203	26	2
218	16	0	118	255	218	71	195	34	2
213	16	0	118	255	213	70	194	36	2
150	29	5	115	246	150	52	170	62	2
123	29	3	114	249	123	43	160	73	2
78	42	10	106	222	78	43	132	102	2
54	53	7	91	222	54	50	114	123	2
37	61	4	77	238	61	56	104	138	2
7	96	3	61	247	96	89	87	167	2
38	137	39	60	184	137	128	80	171	2
3	197	11	59	251	197	177	58	196	2
20	227	38	57	233	227	202	52	203	2
4	240	44	55	251	240	213	48	208	2
0	235	32	56	255	235	208	48	206	2
1	241	32	56	254	241	213	47	208	2
0	239	32	56	255	239	212	47	207	2
0	235	29	56	255	235	208	48	206	2
0	235	25	57	255	235	208	48	206	2
1	240	32	56	254	240	212	47	208	2
2	242	46	55	253	242	214	48	208	2
4	244	49	54	251	244	216	48	209	2
2	240	46	54	253	240	213	48	208	2
0	235	35	56	255	235	209	49	206	2
2	240	36	56	253	240	213	48	208	2
0	239	41	55	255	239	212	48	208	2
0	236	40	55	255	236	209	49	207	2
0	238	41	55	255	238	211	49	207	2
0	238	41	55	255	238	211	49	207	2
0	239	44	54	255	239	212	49	207	2
0	240	44	55	255	240	213	48	208	2
0	237	41	55	255	237	210	49	207	2
207	11	0	118	255	207	66	193	37	2
241	13	2	119	253	241	79	201	26	2
242	16	2	118	253	242	80	201	26	2
238	16	0	118	255	238	79	200	27	2
238	11	0	119	255	238	78	201	27	2
239	10	0	119	255	239	78	202	26	2
222	21	2	118	253	222	74	195	33	2
210	18	0	117	255	210	69	192	37	2
149	26	2	115	252	149	51	171	62	2
116	29	3	113	248	116	42	157	77	2
78	43	10	105	222	78	44	130	103	2
49	54	5	87	231	54	50	110	127	2
37	61	4	77	238	61	56	104	138	2
1	92	0	60	255	92	85	87	167	2
31	137	31	60	197	137	127	78	173	2
5	196	11	59	248	196	176	58	196	2
18	228	40	57	235	228	203	51	203	2
2	241	49	54	253	241	214	49	208	2
1	240	39	55	254	240	213	48	208	2
2	243	36	56	253	243	215	47	208	2
4	242	36	56	251	242	214	47	208	2
0	236	30	56	255	236	209	48	207	2
0	236	24	57	255	236	209	48	207	2
1	238	31	56	254	238	211	48	207	2
3	243	51	54	252	243	215	48	208	2
4	244	52	54	251	244	216	48	209	2
1	238	47	54	254	238	211	49	207	2
0	235	32	56	255	235	208	48	206	2
2	240	32	56	253	240	212	47	208	2
2	240	40	55	253	240	213	48	208	2
3	239	39	55	252	239	212	48	207	2
0	238	42	55	255	238	211	49	207	2
0	239	42	55	255	239	212	48	208	2
0	239	41	55	255	239	212	48	208	2
0	239	41	55	255	239	212	48	208	2
0	239	41	55	255	239	212	48	208	2
210	16	1	118	254	210	69	193	37	2
244	22	5	118	250	244	82	201	26	2
244	22	4	118	251	244	82	201	26	2
242	20	2	118	253	242	81	201	26	2
243	25	3	117	252	243	82	199	27	2
241	24	2	117	253	241	81	199	27	2
234	25	1	117	254	234	79	197	30	2
213	21	0	117	255	213	71	192	36	2
155	24	1	116	253	155	52	174	58	2
113	31	3	112	248	113	42	154	79	2
77	44	9	105	225	77	45	129	104	2
46	55	5	85	232	55	51	110	129	2
39	60	6	78	230	60	55	105	136	2
3	90	2	60	249	90	83	88	166	2
31	136	34	59	197	136	126	79	173	2
8	194	34	56	244	194	175	60	195	2
18	226	55	55	235	226	202	54	203	2
4	241	54	54	251	241	214	49	208	2
1	239	48	54	254	239	212	49	207	2
0	238	44	54	255	238	211	49	207	2
1	241	41	55	254	241	213	48	208	2
0	237	36	55	255	237	210	48	207	2
0	238	26	57	255	238	211	47	207	2
0	239	35	56	255	239	212	48	207	2
2	242	51	54	253	242	215	49	208	2
2	241	49	54	253	241	214	49	208	2
0	236	44	54	255	236	210	49	207	2
0	236	33	56	255	236	209	48	207	2
0	238	33	56	255	238	211	48	207	2
3	242	47	54	252	242	214	48	208	2
4	243	48	54	251	243	215	48	208	2
0	237	42	55	255	237	210	49	207	2
1	240	44	55	254	240	213	48	208	2
1	241	44	55	254	241	214	48	208	2
1	240	43	55	254	240	213	48	208	2
0	239	42	55	255	239	212	48	208	2
214	16	1	118	254	214	70	194	35	2
241	20	4	118	251	241	80	200	27	2
241	22	2	117	253	241	81	200	27	2
246	28	5	117	250	246	84	199	26	2
248	37	7	116	248	248	87	197	27	2
244	33	4	116	251	244	85	197	28	2
231	23	0	117	255	231	77	197	30	2
204	19	0	117	255	204	67	191	39	2
157	23	0	116	255	157	52	175	57	2
107	32	2	111	250	107	41	151	82	2
80	46	10	105	223	80	47	130	104	2
43	56	5	82	232	56	52	108	132	2
39	61	7	78	226	61	56	104	137	2
7	94	5	61	241	94	87	88	166	2
29	144	36	58	204	144	133	77	176	2
16	202	44	56	235	202	182	59	196	2
14	228	54	54	239	228	204	53	204	2
4	240	54	54	251	240	213	49	208	2
1	238	48	54	254	238	211	49	207	2
0	235	44	54	255	235	209	50	207	2
0	238	40	55	255	238	211	48	207	2
0	237	37	55	255	237	210	48	207	2
1	241	30	56	254	241	213	47	208	2
1	240	38	55	254	240	213	48	208	2
0	236	45	54	255	236	210	49	207	2
0	236	43	55	255	236	210	49	207	2
0	236	42	55	255	236	210	49	207	2
1	239	38	55	254	239	212	48	207	2
2	240	38	55	253	240	213	48	208	2
0	238	50	54	255	238	211	49	207	2
1	239	49	54	254	239	212	49	207	2
0	239	45	54	255	239	212	49	208	2
0	238	44	54	255	238	211	49	207	2
0	237	43	55	255	237	210	49	207	2
1	239	45	54	254	239	212	49	208	2
1	239	45	54	254	239	212	49	208	2
211	11	0	118	255	211	68	194	36	2
234	14	1	118	254	234	77	200	28	2
238	22	0	117	255	238	80	199	28	2
245	31	5	117	250	245	85	198	27	2
242	41	1	115	254	242	87	193	30	2
238	36	0	115	255	238	84	194	31	2
227	21	0	117	255	227	76	196	32	2
200	20	0	117	255	200	66	189	41	2
164	22	0	116	255	164	54	178	54	2
105	33	0	111	255	105	41	149	83	2
85	46	7	105	234	85	47	132	101	2
40	54	4	82	236	54	49	108	132	2
33	58	3	76	242	58	53	104	139	2
11	95	9	61	231	95	88	88	165	2
28	148	38	58	207	148	137	76	178	2
17	196	49	55	233	196	178	62	195	2
12	228	59	53	242	228	204	54	204	2
3	239	58	53	252	239	212	50	208	2
0	238	42	55	255	238	211	49	207	2
0	232	35	56	255	232	206	50	206	2
0	237	32	56	255	237	210	48	207	2
0	237	31	56	255	237	210	48	207	2
1	239	31	56	254	239	212	47	207	2
1	240	33	56	254	240	212	47	208	2
0	235	31	56	255	235	208	48	206	2
0	235	30	56	255	235	208	48	206	2
1	239	34	56	254	239	212	48	207	2
2	241	43	55	253	241	213	48	208	2
1	240	43	55	254	240	213	48	208	2
0	237	46	54	255	237	210	49	207	2
0	237	46	54	255	237	210	49	207	2
1	239	46	54	254	239	212	49	208	2
0	237	43	55	255	237	210	49	207	2
0	234	39	55	255	234	208	49	206	2
0	237	40	55	255	237	210	49	207	2
1	240	42	55	254	240	213	48	208	2
212	5	0	119	255	212	67	196	35	2
234	8	0	119	255	234	76	201	28	2
239	19	0	118	255	239	80	200	27	2
244	27	2	117	253	244	83	199	27	2
239	32	0	116	255	239	83	196	29	2
232	26	0	117	255	232	79	196	31	2
223	15	0	118	255	223	73	197	32	2
198	22	1	117	254	198	66	188	42	2
168	24	0	116	255	168	56	178	53	2
101	38	1	109	252	101	44	144	88	2
87	47	6	105	237	87	48	132	100	2
40	56	6	80	228	56	52	107	134	2
28	59	2	74	246	59	54	101	142	2
14	96	13	60	220	96	89	88	165	2
22	150	35	57	218	150	138	74	180	2
12	191	44	55	239	191	173	63	194	2
6	228	56	53	248	228	204	53	204	2
0	235	55	53	255	235	209	51	207	2
0	233	35	55	255	233	207	49	206	2
0	233	34	56	255	233	207	49	206	2
0	236	29	56	255	236	209	48	207	2
0	237	30	56	255	237	210	48	207	2
0	238	30	56	255	238	211	47	207	2
0	238	28	56	255	238	211	48	207	2
0	236	25	57	255	236	209	48	207	2
0	239	25	57	255	239	212	47	207	2
1	240	26	57	254	240	212	47	207	2
0	238	44	54	255	238	211	49	207	2
0	238	44	54	255	238	211	49	207	2
0	238	44	54	255	238	211	49	207	2
0	238	45	54	255	238	211	49	207	2
0	238	46	54	255	238	211	49	207	2
0	237	42	55	255	237	210	49	207	2
0	235	39	55	255	235	209	49	207	2
0	237	31	56	255	237	210	48	207	2
0	239	32	56	255	239	212	47	207	2
217	4	0	119	255	217	69	197	33	2
238	7	2	119	253	238	77	202	26	2
242	20	0	118	255	242	81	200	26	2
244	23	1	117	254	244	82	200	26	2
236	22	0	117	255	236	79	198	29	2
225	12	0	118	255	225	73	198	31	2
219	8	0	119	255	219	70	197	33	2
195	21	0	117	255	195	64	188	43	2
174	26	0	115	255	174	58	180	51	2
98	43	0	107	255	98	47	139	92	2
91	48	2	105	249	91	50	131	98	2
42	59	7	80	225	59	54	106	134	2
28	62	4	72	239	62	56	101	144	2
21	95	21	60	199	95	89	90	162	2
20	149	34	57	221	149	138	74	181	2
15	186	39	56	234	186	169	63	192	2
3	229	29	57	252	229	204	50	205	2
0	233	24	57	255	233	207	49	206	2
0	235	24	57	255	235	208	48	206	2
0	236	26	57	255	236	209	48	207	2
0	236	28	56	255	236	209	48	207	2
0	237	29	56	255	237	210	48	207	2
0	237	29	56	255	237	210	48	207	2
0	237	26	57	255	237	210	48	207	2
0	237	26	57	255	237	210	48	207	2
0	239	32	56	255	239	212	47	207	2
0	237	32	56	255	237	210	48	207	2
0	238	39	55	255	238	211	48	207	2
1	239	40	55	254	239	212	48	207	2
0	236	36	55	255	236	209	49	207	2
0	238	41	55	255	238	211	49	207	2
0	239	44	54	255	239	212	49	207	2
0	236	40	55	255	236	209	49	207	2
1	238	41	55	254	238	211	49	207	2
0	238	33	56	255	238	211	48	207	2
0	237	31	56	255	237	210	48	207	2
220	10	0	119	255	220	71	197	33	2
237	13	3	119	252	237	78	201	27	2
244	23	2	117	253	244	82	200	26	2
243	24	1	117	254	243	82	200	27	2
236	22	0	117	255	236	79	198	29	2
228	14	0	118	255	228	75	198	30	2
224	10	0	119	255	224	72	198	31	2
196	21	1	117	254	196	65	188	42	2
181	25	0	116	255	181	61	182	49	2
93	45	0	105	255	93	48	135	96	2
91	50	4	104	244	91	52	131	99	2
41	55	4	82	236	55	50	108	132	2
25	63	3	71	243	63	57	101	146	2
23	96	23	60	194	96	90	91	162	2
15	151	30	57	230	151	139	73	182	2
14	184	37	56	236	184	167	64	192	2
1	230	24	57	254	230	204	49	205	2
5	243	33	56	250	243	215	47	208	2
0	237	25	57	255	237	210	48	207	2
0	231	20	57	255	231	205	49	205	2
0	233	25	57	255	233	207	49	206	2
1	239	31	56	254	239	212	47	207	2
1	238	30	56	254	238	211	48	207	2
0	237	26	57	255	237	210	48	207	2
1	239	27	57	254	239	212	47	207	2
0	238	36	55	255	238	211	48	207	2
1	240	38	55	254	240	213	48	208	2
1	238	36	56	254	238	211	48	207	2
1	237	33	56	254	237	210	48	207	2
0	236	30	56	255	236	209	48	207	2
0	235	34	56	255	235	209	49	206	2
0	237	39	55	255	237	210	49	207	2
2	240	42	55	253	240	213	48	208	2
2	240	42	55	253	240	213	48	208	2
0	238	36	55	255	238	211	48	207	2
0	236	34	56	255	236	209	48	207	2
224	13	0	118	255	224	73	197	32	2
235	14	1	118	254	235	77	200	28	2
246	26	4	117	251	246	83	200	26	2
246	27	4	117	251	246	84	200	26	2
241	27	1	117	254	241	82	198	28	2
235	20	1	118	254	235	78	199	29	2
229	13	0	118	255	229	75	199	30	2
200	22	1	117	254	200	66	188	41	2
192	23	0	116	255	192	64	186	44	2
98	42	0	107	255	98	46	139	91	2
89	47	2	104	249	89	48	132	99	2
46	51	3	87	240	51	47	111	127	2
27	63	5	71	235	63	57	101	145	2
26	92	24	61	188	92	86	93	159	2
14	152	26	57	232	152	140	72	183	2
21	180	37	57	225	180	164	65	189	2
0	232	22	57	255	232	206	49	206	2
9	245	37	56	246	245	217	46	208	2
1	238	38	55	254	238	211	48	207	2
0	234	30	56	255	234	208	49	206	2
1	237	29	56	254	237	210	48	207	2
2	240	37	56	253	240	213	48	208	2
0	237	35	56	255	237	210	48	207	2
0	238	34	56	255	238	211	48	207	2
0	238	34	56	255	238	211	48	207	2
0	238	38	55	255	238	211	48	207	2
2	241	40	55	253	241	213	48	208	2
0	238	38	55	255	238	211	48	207	2
0	237	34	56	255	237	210	48	207	2
0	238	33	56	255	238	211	48	207	2
0	233	29	56	255	233	207	49	206	2
0	236	32	56	255	236	209	48	207	2
3	241	39	55	252	241	213	47	208	2
1	239	38	55	254	239	212	48	207	2
1	239	38	55	254	239	212	48	207	2
0	239	37	55	255	239	212	48	208	2
221	13	0	118	255	221	72	197	32	2
229	14	0	118	255	229	75	198	30	2
242	23	1	117	254	242	81	200	27	2
244	26	2	117	253	244	83	199	27	2
242	27	1	117	254	242	82	199	27	2
237	22	1	117	254	237	80	199	28	2
230	15	0	118	255	230	76	198	30	2
197	20	0	117	255	197	65	189	42	2
193	24	1	116	254	193	65	186	44	2
102	41	0	108	255	102	46	142	89	2
86	45	1	104	252	86	47	132	100	2
50	51	3	89	240	51	47	113	125	2
26	64	4	71	239	64	58	99	146	2
28	92	24	62	188	92	86	93	158	2
7	152	20	57	243	152	140	71	184	2
21	179	37	57	225	179	163	65	189	2
1	229	20	58	254	229	203	49	205	2
7	243	36	56	248	243	215	47	208	2
5	243	43	55	250	243	215	47	208	2
7	246	41	56	248	246	217	47	209	2
6	245	37	56	249	245	217	46	208	2
2	240	38	55	253	240	213	48	208	2
3	241	41	55	252	241	213	48	208	2
2	240	38	55	253	240	213	48	208	2
1	240	38	55	254	240	213	48	208	2
2	240	40	55	253	240	213	48	208	2
4	242	43	55	251	242	214	48	208	2
1	239	41	55	254	239	212	48	207	2
0	238	37	55	255	238	211	48	207	2
0	239	35	56	255	239	212	48	207	2
3	240	31	56	252	240	212	47	207	2
0	235	25	57	255	235	208	48	206	2
0	234	28	56	255	234	208	49	206	2
1	239	34	56	254	239	212	48	207	2
0	238	38	55	255	238	211	48	207	2
2	240	41	55	253	240	213	48	208	2
227	17	2	118	253	227	75	198	31	2
228	14	0	118	255	228	75	198	30	2
235	17	0	118	255	235	77	200	28	2
238	21	0	117	255	238	80	199	28	2
239	23	0	117	255	239	80	199	28	2
237	23	0	117	255	237	80	199	28	2
230	17	0	118	255	230	76	198	30	2
195	18	0	117	255	195	63	189	42	2
188	25	0	116	255	188	63	184	46	2
109	40	0	109	255	109	47	146	84	2
87	43	1	105	252	87	45	135	97	2
57	49	3	94	242	57	46	117	119	2
28	63	2	73	247	63	57	101	144	2
35	89	21	66	195	89	84	94	153	2
6	153	17	58	245	153	140	70	184	2
20	176	32	58	226	176	160	66	188	2
4	225	24	57	250	225	200	51	204	2
9	236	36	56	245	236	209	49	206	2
2	240	44	55	253	240	213	48	208	2
5	243	56	54	250	243	216	49	208	2
4	242	60	53	251	242	215	50	208	2
1	241	53	54	254	241	214	49	208	2
1	237	48	54	254	237	211	49	207	2
1	240	49	54	254	240	213	49	208	2
2	241	50	54	253	241	214	49	208	2
3	241	50	54	252	241	214	49	208	2
3	242	51	54	252	242	215	49	208	2
1	240	48	54	254	240	213	49	208	2
0	240	45	54	255	240	213	48	208	2
0	240	44	55	255	240	213	48	208	2
3	240	40	55	252	240	213	48	208	2
0	234	33	56	255	234	208	49	206	2
0	234	28	56	255	234	208	49	206	2
1	238	35	56	254	238	211	48	207	2
1	240	43	55	254	240	213	48	208	2
4	243	48	54	251	243	215	48	208	2
228	15	0	118	255	228	75	198	31	2
224	8	0	119	255	224	72	199	31	2
238	11	1	119	254	238	78	201	27	2
241	19	1	118	254	241	80	201	27	2
240	24	0	117	255	240	81	199	28	2
236	23	0	117	255	236	79	198	29	2
228	16	0	118	255	228	75	198	31	2
194	17	0	117	255	194	63	189	42	2
181	27	2	116	252	181	61	181	49	2
113	40	1	110	253	113	48	149	83	2
83	42	1	105	252	83	43	133	99	2
56	48	2	94	246	56	45	116	119	2
21	60	1	70	251	60	54	100	147	2
40	91	26	66	182	91	86	95	152	2
10	157	24	57	239	157	144	70	185	2
20	181	34	57	227	181	165	65	190	2
6	225	25	57	248	225	200	51	203	2
9	239	41	56	245	239	212	48	207	2
2	241	46	54	253	241	214	48	208	2
3	241	55	53	252	241	214	49	208	2
3	241	59	53	252	241	214	50	208	2
0	240	53	53	255	240	213	49	208	2
0	238	51	54	255	238	211	50	207	2
0	239	51	54	255	239	212	49	208	2
0	239	51	54	255	239	212	49	208	2
1	239	51	54	254	239	212	49	208	2
1	240	52	54	254	240	213	49	208	2
2	241	53	54	253	241	214	49	208	2
2	242	51	54	253	242	215	49	208	2
2	242	51	54	253	242	215	49	208	2
2	240	48	54	253	240	213	49	208	2
2	239	46	54	253	239	212	49	208	2
2	239	35	56	253	239	212	48	207	2
0	239	39	55	255	239	212	48	208	2
2	242	51	54	253	242	215	49	208	2
2	241	56	53	253	241	214	49	208	2
224	11	0	119	255	224	73	198	31	2
229	11	1	119	254	229	75	199	30	2
244	14	4	119	251	244	80	202	25	2
245	23	3	118	252	245	82	201	26	2
245	29	3	117	252	245	84	199	27	2
237	24	0	117	255	237	80	198	29	2
225	14	0	118	255	225	73	198	31	2
194	17	1	118	254	194	63	188	42	2
175	29	4	116	249	175	61	178	52	2
116	38	1	110	253	116	48	150	81	2
80	43	1	104	252	80	43	131	101	2
57	47	1	95	251	57	44	117	118	2
19	58	1	69	251	58	52	100	147	2
43	91	32	66	165	91	86	97	150	2
17	156	36	56	227	156	144	72	184	2
20	180	38	57	227	180	164	65	190	2
9	223	26	58	245	223	199	51	202	2
11	240	46	55	243	240	213	49	207	2
1	240	49	54	254	240	213	49	208	2
1	239	52	54	254	239	212	49	208	2
0	238	52	53	255	238	211	50	207	2
0	238	47	54	255	238	211	49	207	2
2	242	51	54	253	242	215	49	208	2
0	237	47	54	255	237	210	49	207	2
0	236	45	54	255	236	210	49	207	2
0	238	47	54	255	238	211	49	207	2
1	240	52	54	254	240	213	49	208	2
4	242	55	54	251	242	215	49	208	2
2	242	57	53	253	242	215	49	208	2
1	240	55	53	254	240	213	50	208	2
4	242	57	53	251	242	215	49	208	2
4	242	54	54	251	242	215	49	208	2
2	240	44	55	253	240	213	48	208	2
0	238	43	55	255	238	211	49	207	2
1	240	47	54	254	240	213	49	208	2
1	240	52	54	254	240	213	49	208	2
224	19	1	118	254	224	74	196	32	2
238	27	8	117	246	238	81	198	29	2
248	27	6	117	249	248	85	200	25	2
244	29	2	117	253	244	83	199	27	2
249	37	7	116	248	249	88	197	27	2
234	30	2	116	253	234	80	195	31	2
219	17	0	118	255	219	72	196	34	2
204	18	2	118	253	204	67	191	39	2
173	30	4	115	249	173	60	177	53	2
119	36	0	111	255	119	47	153	78	2
78	43	1	104	252	78	43	130	102	2
60	46	1	97	251	60	43	119	115	2
